"","movieId","title","totalRating","qtdObs","meanRating","qtdGenres"
"1191",1473,"Best Men (1997)",35.5,10,3.55,"more"
"1192",1474,"Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)",39.5,9,4.38888888888889,"more"
"1193",1475,"Kama Sutra: A Tale of Love (1996)",613,144,4.25694444444444,"one"
"1194",1476,"Private Parts (1997)",56,15,3.73333333333333,"more"
"1195",1479,"Saint, The (1997)",0,0,NA,"more"
"1196",1480,"Smilla's Sense of Snow (1997)",990.5,234,4.23290598290598,"more"
"1197",1482,"Van, The (1996)",686,163,4.20858895705521,"more"
"1198",1483,"Crash (1996)",922.5,220,4.19318181818182,"more"
"1199",1484,"Daytrippers, The (1996)",250,62,4.03225806451613,"more"
"1200",1485,"Liar Liar (1997)",490.5,125,3.924,"one"
"1201",1487,"Selena (1997)",224.5,57,3.93859649122807,"more"
"1202",1488,"Devil's Own, The (1997)",25.5,7,3.64285714285714,"more"
"1203",1489,"Cats Don't Dance (1997)",318.5,74,4.30405405405405,"more"
"1204",1490,"B*A*P*S (1997)",215,51,4.2156862745098,"one"
"1205",1493,"Love and Other Catastrophes (1996)",0,0,NA,"one"
"1206",1495,"Turbo: A Power Rangers Movie (1997)",484,121,4,"more"
"1207",1497,"Double Team (1997)",334.5,80,4.18125,"one"
"1208",1498,"Inventing the Abbotts (1997)",463.5,112,4.13839285714286,"more"
"1209",1499,"Anaconda (1997)",67.5,16,4.21875,"more"
"1210",1500,"Grosse Pointe Blank (1997)",881,217,4.05990783410138,"more"
"1211",1501,"Keys to Tulsa (1997)",80,19,4.21052631578947,"one"
"1212",1502,"Kissed (1996)",161.5,38,4.25,"more"
"1213",1503,"8 Heads in a Duffel Bag (1997)",550.5,131,4.20229007633588,"one"
"1214",1504,"Hollow Reed (1996)",506.5,127,3.98818897637795,"one"
"1215",1507,"Paradise Road (1997)",198.5,52,3.81730769230769,"more"
"1216",1508,"Traveller (1997)",14.5,5,2.9,"one"
"1217",1513,"Romy and Michele's High School Reunion (1997)",115,26,4.42307692307692,"one"
"1218",1515,"Volcano (1997)",59,14,4.21428571428571,"more"
"1219",1516,"Children of the Revolution (1996)",327.5,77,4.25324675324675,"one"
"1220",1517,"Austin Powers: International Man of Mystery (1997)",366,94,3.8936170212766,"more"
"1221",1518,"Breakdown (1997)",592,135,4.38518518518519,"more"
"1222",1523,"Truth or Consequences, N.M. (1997)",419.5,104,4.03365384615385,"more"
"1223",1525,"Warriors of Virtue (1997)",159.5,39,4.08974358974359,"more"
"1224",1526,"Fathers' Day (1997)",92,22,4.18181818181818,"one"
"1225",1527,"Fifth Element, The (1997)",415.5,100,4.155,"more"
"1226",1529,"Nowhere (1997)",46.5,13,3.57692307692308,"more"
"1227",1531,"Losing Chase (1996)",92,22,4.18181818181818,"one"
"1228",1532,"Sprung (1997)",217.5,50,4.35,"one"
"1229",1535,"Love! Valour! Compassion! (1997)",0,0,NA,"more"
"1230",1537,"Shall We Dance? (Shall We Dansu?) (1996)",327.5,80,4.09375,"more"
"1231",1539,"Twin Town (1997)",176,45,3.91111111111111,"more"
"1232",1541,"Addicted to Love (1997)",38.5,10,3.85,"more"
"1233",1542,"Brassed Off (1996)",212.5,51,4.16666666666667,"more"
"1234",1543,"Designated Mourner, The (1997)",253,63,4.01587301587302,"one"
"1235",1544,"Lost World: Jurassic Park, The (1997)",166.5,44,3.78409090909091,"more"
"1236",1545,"Ponette (1996)",19,5,3.8,"one"
"1237",1546,"Schizopolis (1996)",68.5,16,4.28125,"one"
"1238",1549,"Rough Magic (1995)",70.5,17,4.14705882352941,"more"
"1239",1550,"Trial and Error (1997)",0,0,NA,"more"
"1240",1552,"Con Air (1997)",625.5,158,3.95886075949367,"more"
"1241",1554,"Pillow Book, The (1996)",33,11,3,"more"
"1242",1555,"To Have, or Not (En avoir (ou pas)) (1995)",222.5,58,3.83620689655172,"one"
"1243",1556,"Speed 2: Cruise Control (1997)",89,22,4.04545454545455,"more"
"1244",1562,"Batman & Robin (1997)",214,54,3.96296296296296,"more"
"1245",1563,"Dream With the Fishes (1997)",104,27,3.85185185185185,"one"
"1246",1564,"For Roseanna (Roseanna's Grave) (1997)",359.5,95,3.78421052631579,"more"
"1247",1566,"Hercules (1997)",367,89,4.12359550561798,"more"
"1248",1569,"My Best Friend's Wedding (1997)",80.5,19,4.23684210526316,"more"
"1249",1570,"Tetsuo II: Body Hammer (1992)",152.5,39,3.91025641025641,"more"
"1250",1571,"When the Cat's Away (Chacun cherche son chat) (1996)",269,65,4.13846153846154,"more"
"1251",1572,"Contempt (Mépris, Le) (1963)",76.5,20,3.825,"one"
"1252",1573,"Face/Off (1997)",329.5,76,4.33552631578947,"more"
"1253",1575,"Gabbeh (1996)",76,20,3.8,"one"
"1254",1580,"Men in Black (a.k.a. MIB) (1997)",129,30,4.3,"more"
"1255",1581,"Out to Sea (1997)",42.5,12,3.54166666666667,"one"
"1256",1582,"Wild America (1997)",140.5,34,4.13235294117647,"more"
"1257",1583,"Simple Wish, A (1997)",91.5,24,3.8125,"more"
"1258",1584,"Contact (1997)",407,101,4.02970297029703,"more"
"1259",1586,"G.I. Jane (1997)",458.5,112,4.09375,"more"
"1260",1587,"Conan the Barbarian (1982)",89.5,21,4.26190476190476,"more"
"1261",1588,"George of the Jungle (1997)",125,33,3.78787878787879,"more"
"1262",1589,"Cop Land (1997)",193.5,49,3.94897959183673,"more"
"1263",1590,"Event Horizon (1997)",185.5,48,3.86458333333333,"more"
"1264",1591,"Spawn (1997)",60,14,4.28571428571429,"more"
"1265",1592,"Air Bud (1997)",633.5,165,3.83939393939394,"more"
"1266",1593,"Picture Perfect (1997)",221.5,57,3.8859649122807,"more"
"1267",1594,"In the Company of Men (1997)",202,49,4.12244897959184,"more"
"1268",1595,"Free Willy 3: The Rescue (1997)",59,17,3.47058823529412,"more"
"1269",1596,"Career Girls (1997)",146,37,3.94594594594595,"one"
"1270",1597,"Conspiracy Theory (1997)",907.5,226,4.01548672566372,"more"
"1271",1598,"Desperate Measures (1998)",148,40,3.7,"more"
"1272",1599,"Steel (1997)",164,40,4.1,"one"
"1273",1600,"She's So Lovely (1997)",71,19,3.73684210526316,"more"
"1274",1601,"Hoodlum (1997)",130.5,34,3.83823529411765,"more"
"1275",1602,"Leave It to Beaver (1997)",168,49,3.42857142857143,"one"
"1276",1603,"Mimic (1997)",196.5,46,4.27173913043478,"more"
"1277",1604,"Money Talks (1997)",44,11,4,"more"
"1278",1605,"Excess Baggage (1997)",302.5,74,4.08783783783784,"more"
"1279",1606,"Kull the Conqueror (1997)",45,12,3.75,"more"
"1280",1608,"Air Force One (1997)",79,19,4.15789473684211,"more"
"1281",1609,"187 (One Eight Seven) (1997)",93,23,4.04347826086957,"more"
"1282",1610,"Hunt for Red October, The (1990)",240.5,64,3.7578125,"more"
"1283",1611,"My Own Private Idaho (1991)",86.5,21,4.11904761904762,"more"
"1284",1612,"Kiss Me, Guido (1997)",127.5,32,3.984375,"one"
"1285",1613,"Star Maps (1997)",232,61,3.80327868852459,"one"
"1286",1614,"In & Out (1997)",65.5,18,3.63888888888889,"one"
"1287",1615,"Edge, The (1997)",179,46,3.89130434782609,"more"
"1288",1616,"Peacemaker, The (1997)",335,82,4.08536585365854,"more"
"1289",1617,"L.A. Confidential (1997)",51,13,3.92307692307692,"more"
"1290",1619,"Seven Years in Tibet (1997)",43,12,3.58333333333333,"more"
"1291",1620,"Kiss the Girls (1997)",590.5,147,4.01700680272109,"more"
"1292",1621,"Soul Food (1997)",114.5,28,4.08928571428571,"one"
"1293",1623,"Wishmaster (1997)",183,46,3.97826086956522,"one"
"1294",1624,"Thousand Acres, A (1997)",0,0,NA,"one"
"1295",1625,"Game, The (1997)",53,17,3.11764705882353,"more"
"1296",1626,"Fire Down Below (1997)",118.5,31,3.82258064516129,"more"
"1297",1627,"U Turn (1997)",67.5,20,3.375,"more"
"1298",1629,"MatchMaker, The (1997)",87.5,24,3.64583333333333,"more"
"1299",1631,"Assignment, The (1997)",149.5,35,4.27142857142857,"more"
"1300",1632,"Smile Like Yours, A (1997)",77,19,4.05263157894737,"more"
"1301",1633,"Ulee's Gold (1997)",34.5,9,3.83333333333333,"one"
"1302",1635,"Ice Storm, The (1997)",239.5,67,3.57462686567164,"one"
"1303",1636,"Stag (1997)",59,15,3.93333333333333,"more"
"1304",1639,"Chasing Amy (1997)",313,75,4.17333333333333,"more"
"1305",1640,"How to Be a Player (1997)",51.5,12,4.29166666666667,"one"
"1306",1641,"Full Monty, The (1997)",20,7,2.85714285714286,"more"
"1307",1642,"Indian Summer (a.k.a. Alive & Kicking) (1996)",341,87,3.91954022988506,"more"
"1308",1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",0,0,NA,"more"
"1309",1644,"I Know What You Did Last Summer (1997)",0,0,NA,"more"
"1310",1645,"The Devil's Advocate (1997)",4.5,1,4.5,"more"
"1311",1646,"RocketMan (a.k.a. Rocket Man) (1997)",0.5,1,0.5,"more"
"1312",1647,"Playing God (1997)",5,1,5,"more"
"1313",1648,"House of Yes, The (1997)",0,0,NA,"more"
"1314",1649,"Fast, Cheap & Out of Control (1997)",0,0,NA,"one"
"1315",1652,"Year of the Horse (1997)",0,0,NA,"one"
"1316",1653,"Gattaca (1997)",0,0,NA,"more"
"1317",1654,"FairyTale: A True Story (1997)",4,1,4,"more"
"1318",1655,"Phantoms (1998)",0,0,NA,"more"
"1319",1657,"Wonderland (1997)",0,0,NA,"more"
"1320",1658,"Life Less Ordinary, A (1997)",175,55,3.18181818181818,"more"
"1321",1660,"Eve's Bayou (1997)",138,38,3.63157894736842,"one"
"1322",1661,"Switchback (1997)",5,2,2.5,"more"
"1323",1663,"Stripes (1981)",9,4,2.25,"more"
"1324",1665,"Bean (1997)",1,1,1,"one"
"1325",1667,"Mad City (1997)",1,1,1,"more"
"1326",1668,"One Night Stand (1997)",8,3,2.66666666666667,"one"
"1327",1669,"Tango Lesson, The (1997)",40.5,13,3.11538461538462,"one"
"1328",1670,"Welcome to Sarajevo (1997)",1,1,1,"more"
"1329",1671,"Deceiver (1997)",3,1,3,"more"
"1330",1672,"Rainmaker, The (1997)",24,7,3.42857142857143,"one"
"1331",1673,"Boogie Nights (1997)",7,3,2.33333333333333,"one"
"1332",1674,"Witness (1985)",24.5,7,3.5,"more"
"1333",1676,"Starship Troopers (1997)",191.5,51,3.75490196078431,"more"
"1334",1678,"Joy Luck Club, The (1993)",47,15,3.13333333333333,"more"
"1335",1680,"Sliding Doors (1998)",4,1,4,"more"
"1336",1681,"Mortal Kombat: Annihilation (1997)",7,2,3.5,"more"
"1337",1682,"Truman Show, The (1998)",8.5,3,2.83333333333333,"more"
"1338",1683,"Wings of the Dove, The (1997)",0,0,NA,"more"
"1339",1684,"Mrs. Dalloway (1997)",171.5,52,3.29807692307692,"more"
"1340",1686,"Red Corner (1997)",30,8,3.75,"more"
"1341",1687,"Jackal, The (1997)",16,4,4,"more"
"1342",1688,"Anastasia (1997)",52,17,3.05882352941176,"more"
"1343",1689,"Man Who Knew Too Little, The (1997)",146,39,3.74358974358974,"more"
"1344",1690,"Alien: Resurrection (1997)",69,19,3.63157894736842,"more"
"1345",1692,"Alien Escape (1995)",136,37,3.67567567567568,"more"
"1346",1693,"Amistad (1997)",28,9,3.11111111111111,"more"
"1347",1694,"Apostle, The (1997)",105,32,3.28125,"one"
"1348",1696,"Bent (1997)",80,21,3.80952380952381,"more"
"1349",1699,"Butcher Boy, The (1997)",9,2,4.5,"more"
"1350",1701,"Deconstructing Harry (1997)",84,25,3.36,"more"
"1351",1702,"Flubber (1997)",8,2,4,"more"
"1352",1703,"For Richer or Poorer (1997)",14,4,3.5,"one"
"1353",1704,"Good Will Hunting (1997)",38.5,13,2.96153846153846,"more"
"1354",1707,"Home Alone 3 (1997)",79.5,20,3.975,"more"
"1355",1711,"Midnight in the Garden of Good and Evil (1997)",5,2,2.5,"more"
"1356",1713,"Mouse Hunt (1997)",318,82,3.8780487804878,"more"
"1357",1715,"Office Killer (1997)",146,37,3.94594594594595,"one"
"1358",1717,"Scream 2 (1997)",256.5,66,3.88636363636364,"more"
"1359",1719,"Sweet Hereafter, The (1997)",23.5,11,2.13636363636364,"one"
"1360",1721,"Titanic (1997)",0,0,NA,"more"
"1361",1722,"Tomorrow Never Dies (1997)",54,13,4.15384615384615,"more"
"1362",1726,"Postman, The (1997)",0,0,NA,"more"
"1363",1727,"Horse Whisperer, The (1998)",23.5,7,3.35714285714286,"more"
"1364",1728,"Winter Guest, The (1997)",0,0,NA,"one"
"1365",1729,"Jackie Brown (1997)",18,5,3.6,"more"
"1366",1730,"Kundun (1997)",51.5,13,3.96153846153846,"one"
"1367",1731,"Mr. Magoo (1997)",109.5,37,2.95945945945946,"one"
"1368",1732,"Big Lebowski, The (1998)",0,0,NA,"more"
"1369",1733,"Afterglow (1997)",5,2,2.5,"more"
"1370",1734,"My Life in Pink (Ma vie en rose) (1997)",217,66,3.28787878787879,"more"
"1371",1735,"Great Expectations (1998)",143.5,47,3.0531914893617,"more"
"1372",1739,"3 Ninjas: High Noon On Mega Mountain (1998)",153.5,47,3.26595744680851,"more"
"1373",1744,"Firestorm (1998)",69.5,25,2.78,"more"
"1374",1746,"Senseless (1998)",270,72,3.75,"one"
"1375",1747,"Wag the Dog (1997)",179,54,3.31481481481481,"one"
"1376",1748,"Dark City (1998)",227.5,65,3.5,"more"
"1377",1750,"Star Kid (1997)",197.5,64,3.0859375,"more"
"1378",1752,"Hard Rain (1998)",91,28,3.25,"more"
"1379",1753,"Half Baked (1998)",39.5,14,2.82142857142857,"one"
"1380",1754,"Fallen (1998)",313,90,3.47777777777778,"more"
"1381",1755,"Shooting Fish (1997)",46.5,19,2.44736842105263,"more"
"1382",1756,"Prophecy II, The (1998)",4,2,2,"one"
"1383",1757,"Fallen Angels (Duo luo tian shi) (1995)",0,0,NA,"more"
"1384",1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)",4,1,4,"one"
"1385",1760,"Spice World (1997)",54,18,3,"one"
"1386",1762,"Deep Rising (1998)",0,0,NA,"more"
"1387",1767,"Music From Another Room (1998)",408,108,3.77777777777778,"more"
"1388",1769,"Replacement Killers, The (1998)",74.5,27,2.75925925925926,"more"
"1389",1771,"Night Flier (1997)",21.5,12,1.79166666666667,"one"
"1390",1772,"Blues Brothers 2000 (1998)",21,6,3.5,"more"
"1391",1777,"Wedding Singer, The (1998)",239.5,80,2.99375,"more"
"1392",1779,"Sphere (1998)",27,8,3.375,"more"
"1393",1783,"Palmetto (1998)",392,106,3.69811320754717,"more"
"1394",1784,"As Good as It Gets (1997)",276.5,70,3.95,"more"
"1395",1785,"King of New York (1990)",48,14,3.42857142857143,"more"
"1396",1788,"Men with Guns (1997)",184.5,51,3.61764705882353,"more"
"1397",1791,"Twilight (1998)",6,2,3,"more"
"1398",1792,"U.S. Marshals (1998)",14,4,3.5,"more"
"1399",1794,"Love and Death on Long Island (1997)",35,10,3.5,"more"
"1400",1795,"Callejón de los milagros, El (1995)",0,0,NA,"one"
"1401",1796,"In God's Hands (1998)",28,8,3.5,"more"
"1402",1797,"Everest (1998)",0,0,NA,"more"
"1403",1798,"Hush (1998)",0,0,NA,"one"
"1404",1799,"Suicide Kings (1997)",11,4,2.75,"more"
"1405",1801,"Man in the Iron Mask, The (1998)",139.5,46,3.03260869565217,"more"
"1406",1804,"Newton Boys, The (1998)",13,4,3.25,"more"
"1407",1805,"Wild Things (1998)",249,73,3.41095890410959,"more"
"1408",1806,"Paulie (1998)",155.5,43,3.61627906976744,"more"
"1409",1807,"Cool, Dry Place, A (1998)",98.5,33,2.98484848484848,"one"
"1410",1809,"Fireworks (Hana-bi) (1997)",11,4,2.75,"more"
"1411",1810,"Primary Colors (1998)",104,25,4.16,"more"
"1412",1812,"Wide Awake (1998)",0,0,NA,"more"
"1413",1816,"Two Girls and a Guy (1997)",14,4,3.5,"more"
"1414",1819,"Storefront Hitchcock (1997)",37,10,3.7,"more"
"1415",1821,"Object of My Affection, The (1998)",7,2,3.5,"more"
"1416",1822,"Meet the Deedles (1998)",70,22,3.18181818181818,"more"
"1417",1824,"Homegrown (1998)",2,1,2,"more"
"1418",1826,"Barney's Great Adventure (1998)",0,0,NA,"more"
"1419",1827,"Big One, The (1997)",36,10,3.6,"more"
"1420",1831,"Lost in Space (1998)",5,1,5,"more"
"1421",1833,"Mercury Rising (1998)",0,0,NA,"more"
"1422",1834,"Spanish Prisoner, The (1997)",46.5,15,3.1,"more"
"1423",1835,"City of Angels (1998)",8.5,2,4.25,"more"
"1424",1836,"Last Days of Disco, The (1998)",0,0,NA,"more"
"1425",1837,"Odd Couple II, The (1998)",26.5,9,2.94444444444444,"one"
"1426",1839,"My Giant (1998)",0,0,NA,"one"
"1427",1840,"He Got Game (1998)",16,5,3.2,"one"
"1428",1841,"Gingerbread Man, The (1998)",5,1,5,"more"
"1429",1844,"Live Flesh (Carne trémula) (1997)",47.5,13,3.65384615384615,"more"
"1430",1845,"Zero Effect (1998)",2.5,1,2.5,"more"
"1431",1846,"Nil By Mouth (1997)",24.5,9,2.72222222222222,"one"
"1432",1848,"Borrowers, The (1997)",17,5,3.4,"more"
"1433",1852,"Love Walked In (1998)",3,1,3,"more"
"1434",1854,"Kissing a Fool (1998)",0,0,NA,"more"
"1435",1855,"Krippendorf's Tribe (1998)",0,0,NA,"one"
"1436",1856,"Kurt & Courtney (1998)",0,0,NA,"one"
"1437",1858,"Mr. Nice Guy (Yat goh ho yan) (1997)",10.5,3,3.5,"more"
"1438",1859,"Taste of Cherry (Ta'm e guilass) (1997)",59,22,2.68181818181818,"one"
"1439",1860,"Character (Karakter) (1997)",0,0,NA,"one"
"1440",1861,"Junk Mail (Budbringeren) (1997)",12,4,3,"more"
"1441",1862,"Species II (1998)",94.5,28,3.375,"more"
"1442",1863,"Major League: Back to the Minors (1998)",5,2,2.5,"one"
"1443",1864,"Sour Grapes (1998)",0,0,NA,"one"
"1444",1865,"Wild Man Blues (1997)",4,1,4,"one"
"1445",1866,"Big Hit, The (1998)",6,3,2,"more"
"1446",1870,"Dancer, Texas Pop. 81 (1998)",34.5,9,3.83333333333333,"more"
"1447",1873,"Misérables, Les (1998)",8.5,3,2.83333333333333,"more"
"1448",1874,"Still Breathing (1997)",0,0,NA,"more"
"1449",1875,"Clockwatchers (1997)",112.5,29,3.87931034482759,"one"
"1450",1876,"Deep Impact (1998)",5,1,5,"more"
"1451",1878,"Woo (1998)",0,0,NA,"more"
"1452",1880,"Lawn Dogs (1997)",0,0,NA,"one"
"1453",1881,"Quest for Camelot (1998)",16.5,7,2.35714285714286,"more"
"1454",1882,"Godzilla (1998)",3,1,3,"more"
"1455",1883,"Bulworth (1998)",5,1,5,"more"
"1456",1884,"Fear and Loathing in Las Vegas (1998)",3,2,1.5,"more"
"1457",1885,"Opposite of Sex, The (1998)",30.5,10,3.05,"more"
"1458",1886,"I Got the Hook Up (1998)",3,1,3,"one"
"1459",1887,"Almost Heroes (1998)",61,20,3.05,"more"
"1460",1888,"Hope Floats (1998)",20,6,3.33333333333333,"more"
"1461",1889,"Insomnia (1997)",38,14,2.71428571428571,"more"
"1462",1891,"Ugly, The (1997)",0,0,NA,"more"
"1463",1892,"Perfect Murder, A (1998)",9,2,4.5,"one"
"1464",1894,"Six Days Seven Nights (1998)",74,20,3.7,"more"
"1465",1895,"Can't Hardly Wait (1998)",4,1,4,"more"
"1466",1896,"Cousin Bette (1998)",151.5,39,3.88461538461538,"one"
"1467",1897,"High Art (1998)",0,0,NA,"more"
"1468",1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",7,3,2.33333333333333,"more"
"1469",1901,"Dear Jesse (1997)",0,0,NA,"one"
"1470",1902,"Dream for an Insomniac (1996)",0,0,NA,"more"
"1471",1903,"Hav Plenty (1997)",0,0,NA,"one"
"1472",1904,"Henry Fool (1997)",4,1,4,"more"
"1473",1907,"Mulan (1998)",4,2,2,"more"
"1474",1909,"X-Files: Fight the Future, The (1998)",10,6,1.66666666666667,"more"
"1475",1910,"I Went Down (1997)",12,3,4,"more"
"1476",1911,"Dr. Dolittle (1998)",81,23,3.52173913043478,"one"
"1477",1912,"Out of Sight (1998)",0,0,NA,"more"
"1478",1913,"Picnic at Hanging Rock (1975)",0,0,NA,"more"
"1479",1914,"Smoke Signals (1998)",107.5,35,3.07142857142857,"more"
"1480",1916,"Buffalo '66 (a.k.a. Buffalo 66) (1998)",21.5,6,3.58333333333333,"more"
"1481",1917,"Armageddon (1998)",0,0,NA,"more"
"1482",1918,"Lethal Weapon 4 (1998)",6,2,3,"more"
"1483",1919,"Madeline (1998)",29.5,9,3.27777777777778,"more"
"1484",1920,"Small Soldiers (1998)",11.5,3,3.83333333333333,"more"
"1485",1921,"Pi (1998)",226.5,71,3.19014084507042,"more"
"1486",1922,"Whatever (1998)",0,0,NA,"one"
"1487",1923,"There's Something About Mary (1998)",25.5,8,3.1875,"more"
"1488",1924,"Plan 9 from Outer Space (1959)",45,15,3,"more"
"1489",1925,"Wings (1927)",14,4,3.5,"more"
"1490",1926,"Broadway Melody, The (1929)",1.5,2,0.75,"one"
"1491",1927,"All Quiet on the Western Front (1930)",0,0,NA,"more"
"1492",1928,"Cimarron (1931)",0,0,NA,"more"
"1493",1929,"Grand Hotel (1932)",4,1,4,"more"
"1494",1931,"Mutiny on the Bounty (1935)",0,0,NA,"more"
"1495",1932,"Great Ziegfeld, The (1936)",2,2,1,"more"
"1496",1933,"Life of Emile Zola, The (1937)",0,0,NA,"one"
"1497",1934,"You Can't Take It with You (1938)",8.5,3,2.83333333333333,"more"
"1498",1935,"How Green Was My Valley (1941)",21,7,3,"more"
"1499",1936,"Mrs. Miniver (1942)",56.5,28,2.01785714285714,"more"
"1500",1937,"Going My Way (1944)",254,64,3.96875,"more"
"1501",1938,"Lost Weekend, The (1945)",3,1,3,"one"
"1502",1939,"Best Years of Our Lives, The (1946)",3.5,2,1.75,"more"
"1503",1940,"Gentleman's Agreement (1947)",16,6,2.66666666666667,"one"
"1504",1941,"Hamlet (1948)",9,2,4.5,"one"
"1505",1942,"All the King's Men (1949)",0,0,NA,"one"
"1506",1943,"Greatest Show on Earth, The (1952)",0,0,NA,"one"
"1507",1944,"From Here to Eternity (1953)",6,2,3,"more"
"1508",1945,"On the Waterfront (1954)",10,3,3.33333333333333,"more"
"1509",1946,"Marty (1955)",0,0,NA,"more"
"1510",1947,"West Side Story (1961)",0,0,NA,"more"
"1511",1948,"Tom Jones (1963)",0,0,NA,"more"
"1512",1949,"Man for All Seasons, A (1966)",0,0,NA,"one"
"1513",1950,"In the Heat of the Night (1967)",146.5,45,3.25555555555556,"more"
"1514",1951,"Oliver! (1968)",0,0,NA,"more"
"1515",1952,"Midnight Cowboy (1969)",59,20,2.95,"one"
"1516",1953,"French Connection, The (1971)",16,4,4,"more"
"1517",1954,"Rocky (1976)",361.5,107,3.3785046728972,"one"
"1518",1955,"Kramer vs. Kramer (1979)",42,13,3.23076923076923,"one"
"1519",1956,"Ordinary People (1980)",0,0,NA,"one"
"1520",1957,"Chariots of Fire (1981)",0,0,NA,"one"
"1521",1958,"Terms of Endearment (1983)",0,0,NA,"more"
"1522",1959,"Out of Africa (1985)",0,0,NA,"more"
"1523",1960,"Last Emperor, The (1987)",8,2,4,"one"
"1524",1961,"Rain Man (1988)",0,0,NA,"one"
"1525",1962,"Driving Miss Daisy (1989)",3,2,1.5,"one"
"1526",1963,"Take the Money and Run (1969)",13,6,2.16666666666667,"more"
"1527",1964,"Klute (1971)",434,118,3.67796610169492,"more"
"1528",1965,"Repo Man (1984)",0,0,NA,"more"
"1529",1966,"Metropolitan (1990)",11.5,3,3.83333333333333,"one"
"1530",1967,"Labyrinth (1986)",0,0,NA,"more"
"1531",1968,"Breakfast Club, The (1985)",5,1,5,"more"
"1532",1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",2.5,1,2.5,"one"
"1533",1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",0,0,NA,"more"
"1534",1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",0,0,NA,"more"
"1535",1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",19,5,3.8,"one"
"1536",1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",0,0,NA,"one"
"1537",1974,"Friday the 13th (1980)",71.5,18,3.97222222222222,"more"
"1538",1975,"Friday the 13th Part 2 (1981)",0,0,NA,"one"
"1539",1976,"Friday the 13th Part 3: 3D (1982)",1,1,1,"one"
"1540",1977,"Friday the 13th Part IV: The Final Chapter (1984)",0,0,NA,"one"
"1541",1978,"Friday the 13th Part V: A New Beginning (1985)",46,16,2.875,"one"
"1542",1979,"Friday the 13th Part VI: Jason Lives (1986)",19,5,3.8,"one"
"1543",1980,"Friday the 13th Part VII: The New Blood (1988)",5,1,5,"one"
"1544",1981,"Friday the 13th Part VIII: Jason Takes Manhattan (1989)",193.5,67,2.88805970149254,"one"
"1545",1982,"Halloween (1978)",8.5,2,4.25,"one"
"1546",1983,"Halloween II (1981)",5,2,2.5,"one"
"1547",1984,"Halloween III: Season of the Witch (1982)",0,0,NA,"one"
"1548",1985,"Halloween 4: The Return of Michael Myers (1988)",0,0,NA,"one"
"1549",1986,"Halloween 5: The Revenge of Michael Myers (1989)",2,1,2,"one"
"1550",1987,"Prom Night (1980)",3,1,3,"one"
"1551",1988,"Prom Night II (1987)",0,0,NA,"more"
"1552",1989,"Prom Night III: The Last Kiss (1989)",192.5,59,3.26271186440678,"one"
"1553",1990,"Prom Night IV: Deliver Us From Evil (1992)",0,0,NA,"one"
"1554",1991,"Child's Play (1988)",20,6,3.33333333333333,"more"
"1555",1992,"Child's Play 2 (1990)",4,1,4,"more"
"1556",1993,"Child's Play 3 (1991)",38,23,1.65217391304348,"more"
"1557",1994,"Poltergeist (1982)",0,0,NA,"more"
"1558",1995,"Poltergeist II: The Other Side (1986)",0,0,NA,"more"
"1559",1996,"Poltergeist III (1988)",0,0,NA,"more"
"1560",1997,"Exorcist, The (1973)",0,0,NA,"more"
"1561",1998,"Exorcist II: The Heretic (1977)",0,0,NA,"one"
"1562",1999,"Exorcist III, The (1990)",101,47,2.14893617021277,"one"
"1563",2000,"Lethal Weapon (1987)",5,1,5,"more"
"1564",2001,"Lethal Weapon 2 (1989)",9,2,4.5,"more"
"1565",2002,"Lethal Weapon 3 (1992)",0,0,NA,"more"
"1566",2003,"Gremlins (1984)",112,32,3.5,"more"
"1567",2004,"Gremlins 2: The New Batch (1990)",0,0,NA,"more"
"1568",2005,"Goonies, The (1985)",0,0,NA,"more"
"1569",2006,"Mask of Zorro, The (1998)",171.5,52,3.29807692307692,"more"
"1570",2007,"Polish Wedding (1998)",2.5,1,2.5,"one"
"1571",2008,"This World, Then the Fireworks (1997)",1,1,1,"more"
"1572",2009,"Soylent Green (1973)",12.5,3,4.16666666666667,"more"
"1573",2010,"Metropolis (1927)",286.5,83,3.45180722891566,"more"
"1574",2011,"Back to the Future Part II (1989)",0,0,NA,"more"
"1575",2012,"Back to the Future Part III (1990)",5,1,5,"more"
"1576",2013,"Poseidon Adventure, The (1972)",0,0,NA,"more"
"1577",2014,"Freaky Friday (1977)",0,0,NA,"more"
"1578",2015,"Absent-Minded Professor, The (1961)",0,0,NA,"more"
"1579",2016,"Apple Dumpling Gang Rides Again, The (1979)",0,0,NA,"more"
"1580",2017,"Babes in Toyland (1961)",696,190,3.66315789473684,"more"
"1581",2018,"Bambi (1942)",10,5,2,"more"
"1582",2019,"Seven Samurai (Shichinin no samurai) (1954)",7,2,3.5,"more"
