"","movieId","title","totalRating","qtdObs"
"567",1994,"Poltergeist (1982)",0,0
"568",1995,"Poltergeist II: The Other Side (1986)",0,0
"569",1996,"Poltergeist III (1988)",0,0
"570",1997,"Exorcist, The (1973)",0,0
"571",2003,"Gremlins (1984)",112,32
"572",2004,"Gremlins 2: The New Batch (1990)",0,0
"573",2010,"Metropolis (1927)",286.5,83
"574",2020,"Dangerous Liaisons (1988)",3,2
"575",2021,"Dune (1984)",343,92
"576",2024,"Rapture, The (1991)",80,24
"577",2025,"Lolita (1997)",52.5,17
"578",2026,"Disturbing Behavior (1998)",64.5,19
"579",2027,"Jane Austen's Mafia! (1998)",68,23
"580",2029,"Billy's Hollywood Screen Kiss (1997)",19.5,7
"581",2031,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",19.5,7
"582",2032,"Barefoot Executive, The (1971)",48,14
"583",2034,"Black Hole, The (1979)",7,3
"584",2035,"Blackbeard's Ghost (1968)",147.5,44
"585",2036,"Blank Check (1994)",15,4
"586",2039,"Cheetah (1989)",14,4
"587",2040,"Computer Wore Tennis Shoes, The (1969)",2,2
"588",2042,"D2: The Mighty Ducks (1994)",6,2
"589",2044,"Devil and Max Devlin, The (1981)",9,4
"590",2049,"Happiest Millionaire, The (1967)",49,12
"591",2056,"In Search of the Castaways (1962)",0,0
"592",2057,"Incredible Journey, The (1963)",65.5,19
"593",2062,"Governess, The (1998)",11.5,5
"594",2063,"Seventh Heaven (Septième ciel, Le) (1997)",4,1
"595",2075,"Mephisto (1981)",2,2
"596",2077,"Journey of Natty Gann, The (1985)",0,0
"597",2082,"Mighty Ducks, The (1992)",40.5,10
"598",2084,"Newsies (1992)",207.5,60
"599",2086,"One Magic Christmas (1985)",16,6
"600",2091,"Return from Witch Mountain (1978)",8,2
"601",2095,"Shaggy D.A., The (1976)",0,0
"602",2098,"Son of Flubber (1963)",0,0
"603",2101,"Squanto: A Warrior's Tale (1994)",0,0
"604",2106,"Swing Kids (1993)",22,8
"605",2107,"Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998)",5.5,3
"606",2108,"L.A. Story (1991)",4,1
"607",2112,"Grand Canyon (1991)",243,62
"608",2113,"Graveyard Shift (Stephen King's Graveyard Shift) (1990)",226.5,56
"609",2117,"1984 (Nineteen Eighty-Four) (1984)",78.5,21
"610",2120,"Needful Things (1993)",17,9
"611",2121,"Cujo (1983)",532.5,137
"612",2122,"Children of the Corn (1984)",37.5,10
"613",2133,"Adventures in Babysitting (1987)",5,1
"614",2136,"Nutty Professor, The (1963)",0,0
"615",2137,"Charlotte's Web (1973)",2,1
"616",2140,"Dark Crystal, The (1982)",33,9
"617",2144,"Sixteen Candles (1984)",13,5
"618",2146,"St. Elmo's Fire (1985)",0,0
"619",2150,"Gods Must Be Crazy, The (1980)",0,0
"620",2152,"Air Bud: Golden Receiver (1998)",67.5,20
"621",2153,"Avengers, The (1998)",0,0
"622",2154,"How Stella Got Her Groove Back (1998)",40,16
"623",2155,"Slums of Beverly Hills, The (1998)",0,0
"624",2163,"Attack of the Killer Tomatoes! (1978)",96.5,23
"625",2165,"Your Friends and Neighbors (1998)",546.5,164
"626",2168,"Dance with Me (1998)",0,0
"627",2170,"Wrongfully Accused (1998)",13.5,7
"628",2174,"Beetlejuice (1988)",210.5,57
"629",2177,"Family Plot (1976)",1,1
"630",2184,"Trouble with Harry, The (1955)",0,0
"631",2202,"Lifeboat (1944)",2,1
"632",2204,"Saboteur (1942)",20.5,7
"633",2205,"Mr. & Mrs. Smith (1941)",30,10
"634",2212,"Man Who Knew Too Much, The (1934)",0,0
"635",2215,"Rich and Strange (1931)",23.5,13
"636",2219,"Murder! (1930)",0,0
"637",2221,"Blackmail (1929)",12.5,4
"638",2238,"Seven Beauties (Pasqualino Settebellezze) (1976)",0,0
"639",2239,"Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)",23.5,9
"640",2244,"Allnighter, The (1987)",0,0
"641",2252,"Hero (1992)",0,0
"642",2253,"Toys (1992)",0,0
"643",2256,"Parasite (1982)",368.5,99
"644",2257,"No Small Affair (1984)",19,5
"645",2259,"Blame It on Rio (1984)",0,0
"646",2260,"Wisdom (1986)",0,0
"647",2264,"We're No Angels (1989)",13,4
"648",2265,"Nothing But Trouble (1991)",74,22
"649",2266,"Butcher's Wife, The (1991)",0,0
"650",2267,"Mortal Thoughts (1991)",22.5,6
"651",2269,"Indecent Proposal (1993)",2,1
"652",2279,"Urban Legend (1998)",0,0
"653",2282,"Pecker (1998)",126,39
"654",2290,"Stardust Memories (1980)",0,0
"655",2292,"Overnight Delivery (1998)",0,0
"656",2301,"History of the World: Part I (1981)",28,9
"657",2303,"Nashville (1975)",0,0
"658",2307,"One Tough Cop (1998)",36,9
"659",2318,"Happiness (1998)",78,23
"660",2320,"Apt Pupil (1998)",26,9
"661",2328,"Vampires (1998)",0,0
"662",2329,"American History X (1998)",12,3
"663",2330,"Hands on a Hard Body (1996)",49.5,12
"664",2334,"Siege, The (1998)",27,10
"665",2339,"I'll Be Home For Christmas (1998)",0,0
"666",2342,"Hard Core Logo (1996)",12,5
"667",2349,"Mona Lisa (1986)",2,1
"668",2352,"Big Chill, The (1983)",3,1
"669",2353,"Enemy of the State (1998)",19,6
"670",2365,"King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)",151,48
"671",2368,"King Kong Lives (1986)",0,0
"672",2374,"Gung Ho (1986)",88,24
"673",2377,"Lifeforce (1985)",44,15
"674",2378,"Police Academy (1984)",18,6
"675",2379,"Police Academy 2: Their First Assignment (1985)",0,0
"676",2380,"Police Academy 3: Back in Training (1986)",2,1
"677",2381,"Police Academy 4: Citizens on Patrol (1987)",75,23
"678",2382,"Police Academy 5: Assignment: Miami Beach (1988)",0,0
"679",2383,"Police Academy 6: City Under Siege (1989)",67,23
"680",2385,"Home Fries (1998)",3,1
"681",2386,"Jerry Springer: Ringmaster (1998)",22.5,7
"682",2387,"Very Bad Things (1998)",0,0
"683",2388,"Steam: The Turkish Bath (Hamam) (1997)",0,0
"684",2394,"Prince of Egypt, The (1998)",0,0
"685",2395,"Rushmore (1998)",0,0
"686",2398,"Miracle on 34th Street (1947)",151.5,47
"687",2407,"Cocoon (1985)",128.5,42
"688",2408,"Cocoon: The Return (1988)",8,2
"689",2409,"Rocky II (1979)",47,17
"690",2410,"Rocky III (1982)",149.5,40
"691",2411,"Rocky IV (1985)",11,3
"692",2412,"Rocky V (1990)",437,123
"693",2415,"Violets Are Blue... (1986)",2,1
"694",2417,"Heartburn (1986)",3,1
"695",2419,"Extremities (1986)",0,0
"696",2424,"You've Got Mail (1998)",31,8
"697",2428,"Faculty, The (1998)",28,7
"698",2431,"Patch Adams (1998)",26.5,6
"699",2443,"Playing by Heart (1998)",185,46
"700",2446,"In Dreams (1999)",119,31
"701",2447,"Varsity Blues (1999)",120.5,31
"702",2448,"Virus (1999)",165.5,42
"703",2453,"Boy Who Could Fly, The (1986)",472,119
"704",2456,"Fly II, The (1989)",58.5,15
"705",2457,"Running Scared (1986)",118,32
"706",2458,"Armed and Dangerous (1986)",43,12
"707",2469,"Peggy Sue Got Married (1986)",13,6
"708",2470,"Crocodile Dundee (1986)",10,6
"709",2476,"Heartbreak Ridge (1986)",25.5,8
"710",2478,"¡Three Amigos! (1986)",15,8
"711",2479,"Gloria (1999)",11,5
"712",2481,"My Name Is Joe (1998)",7,2
"713",2482,"Still Crazy (1998)",10,4
"714",2485,"She's All That (1999)",2,1
"715",2486,"24 Hour Woman, The (1998)",3,1
"716",2487,"Blood, Guts, Bullets and Octane (1998)",29.5,10
"717",2490,"Payback (1999)",8,4
"718",2491,"Simply Irresistible (1999)",141.5,38
"719",2492,"20 Dates (1998)",19,8
"720",2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",7,2
"721",2496,"Blast from the Past (1999)",8,3
"722",2498,"My Favorite Martian (1999)",183,57
"723",2502,"Office Space (1999)",187.5,51
"724",2504,"200 Cigarettes (1999)",188.5,55
"725",2507,"Breakfast of Champions (1999)",59,17
"726",2511,"Long Goodbye, The (1973)",103.5,26
"727",2514,"Pet Sematary II (1992)",307,94
"728",2523,"Rollercoaster (1977)",92.5,30
"729",2530,"Beneath the Planet of the Apes (1970)",753.5,191
"730",2531,"Battle for the Planet of the Apes (1973)",21,5
"731",2532,"Conquest of the Planet of the Apes (1972)",0,0
"732",2533,"Escape from the Planet of the Apes (1971)",6.5,2
"733",2549,"Wing Commander (1999)",28.5,8
"734",2550,"Haunting, The (1963)",9,4
"735",2557,"I Stand Alone (Seul contre tous) (1998)",17,6
"736",2558,"Forces of Nature (1999)",15,4
"737",2559,"King and I, The (1999)",23,7
"738",2560,"Ravenous (1999)",40,17
"739",2561,"True Crime (1999)",208.5,76
"740",2566,"Doug's 1st Movie (1999)",119.5,33
"741",2568,"Mod Squad, The (1999)",36.5,12
"742",2570,"Walk on the Moon, A (1999)",4,2
"743",2572,"10 Things I Hate About You (1999)",184.5,42
"744",2573,"Tango (1998)",76,21
"745",2577,"Metroland (1997)",42,10
"746",2580,"Go (1999)",52.5,13
"747",2581,"Never Been Kissed (1999)",30,8
"748",2582,"Twin Dragons (Shuang long hui) (1992)",58,19
"749",2583,"Cookie's Fortune (1999)",20,5
"750",2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",4,1
"751",2596,"SLC Punk! (1998)",188,51
"752",2597,"Lost & Found (1999)",287,78
"753",2605,"Entrapment (1999)",138.5,41
"754",2606,"Idle Hands (1999)",5,1
"755",2607,"Get Real (1998)",138,38
"756",2612,"Mildred Pierce (1945)",12,3
"757",2615,"My Science Project (1985)",32,9
"758",2616,"Dick Tracy (1990)",104.5,32
"759",2620,"This Is My Father (1998)",22.5,6
"760",2622,"William Shakespeare's A Midsummer Night's Dream (1999)",37,10
"761",2624,"After Life (Wandafuru raifu) (1998)",164.5,52
"762",2627,"Endurance (1999)",3,1
"763",2629,"Love Letter, The (1999)",163.5,47
"764",2633,"Mummy, The (1932)",144,39
"765",2641,"Superman II (1980)",65,19
"766",2656,"Tarantula (1955)",0,0
"767",2659,"It Came from Hollywood (1982)",22.5,5
"768",2660,"Thing from Another World, The (1951)",96.5,23
"769",2668,"Swamp Thing (1982)",48.5,18
"770",2671,"Notting Hill (1999)",87,27
"771",2674,"Loss of Sexual Innocence, The (1999)",39,12
"772",2676,"Instinct (1999)",50.5,15
"773",2677,"Buena Vista Social Club (1999)",176,46
"774",2686,"Red Violin, The (Violon rouge, Le) (1998)",4,2
"775",2690,"Ideal Husband, An (1999)",28,13
"776",2692,"Run Lola Run (Lola rennt) (1998)",33,10
"777",2699,"Arachnophobia (1990)",134.5,36
"778",2704,"Lovers on the Bridge, The (Amants du Pont-Neuf, Les) (1991)",2,2
"779",2706,"American Pie (1999)",27.5,7
"780",2709,"Muppets From Space (1999)",13.5,4
"781",2713,"Lake Placid (1999)",15.5,4
"782",2715,"Velocity of Gary, The (1998)",10.5,3
"783",2719,"Haunting, The (1999)",8.5,2
"784",2721,"Trick (1999)",0,0
"785",2724,"Runaway Bride (1999)",8,2
"786",2726,"Killing, The (1956)",29.5,8
"787",2727,"Killer's Kiss (1955)",0,0
"788",2729,"Lolita (1962)",8,2
"789",2731,"400 Blows, The (Les quatre cents coups) (1959)",4,1
"790",2732,"Jules and Jim (Jules et Jim) (1961)",2,1
"791",2738,"Crimes of the Heart (1986)",19.5,7
"792",2747,"Little Shop of Horrors, The (1960)",4,1
"793",2749,"Morning After, The (1986)",48,11
"794",2750,"Radio Days (1987)",44,10
"795",2751,"From the Hip (1987)",12.5,3
"796",2752,"Outrageous Fortune (1987)",7,2
"797",2763,"Thomas Crown Affair, The (1999)",3.5,1
"798",2766,"Adventures of Sebastian Cole, The (1998)",0,0
"799",2769,"Yards, The (2000)",0,0
"800",2774,"Better Than Chocolate (1999)",0,0
"801",2780,"Raven, The (1963)",0,0
"802",2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",0,0
"803",2798,"Problem Child (1990)",142,36
"804",2801,"Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)",2,1
"805",2804,"Christmas Story, A (1983)",45,13
"806",2805,"Mickey Blue Eyes (1999)",16,5
"807",2806,"Teaching Mrs. Tingle (1999)",0,0
"808",2807,"Universal Soldier: The Return (1999)",46,13
"809",2808,"Universal Soldier (1992)",55,20
"810",2812,"In Too Deep (1999)",4,1
"811",2815,"Iron Eagle (1986)",7,2
"812",2816,"Iron Eagle II (1988)",0,0
"813",2822,"Medicine Man (1992)",46,17
"814",2824,"On the Ropes (1999)",27,8
"815",2828,"Dudley Do-Right (1999)",16,6
"816",2837,"Bedrooms & Hallways (1998)",14.5,4
"817",2840,"Stigmata (1999)",153,43
"818",2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",9.5,3
"819",2844,"Minus Man, The (1999)",6,2
"820",2845,"Whiteboyz (1999)",0,0
"821",2849,"Queens Logic (1991)",0,0
"822",2850,"Public Access (1993)",46,14
"823",2853,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)",10,3
"824",2858,"American Beauty (1999)",185,44
"825",2859,"Stop Making Sense (1984)",26,8
"826",2861,"For Love of the Game (1999)",4,1
"827",2872,"Excalibur (1981)",270,76
"828",2883,"Mumford (1999)",56,15
"829",2884,"Dog Park (1998)",108,28
"830",2885,"Guinevere (1999)",7,2
"831",2886,"Adventures of Elmo in Grouchland, The (1999)",18,6
"832",2887,"Simon Sez (1999)",39,14
"833",2888,"Drive Me Crazy (1999)",0,0
"834",2889,"Mystery, Alaska (1999)",99.5,23
"835",2892,"New Rose Hotel (1998)",232,64
"836",2894,"Romance (1999)",2,1
"837",2897,"And the Ship Sails On (E la nave va) (1983)",398.5,99
"838",2898,"Dark Half, The (1993)",14.5,4
"839",2900,"Monkey Shines (1988)",19.5,5
"840",2901,"Phantasm (1979)",14,4
"841",2903,"Psycho III (1986)",14,3
"842",2906,"Random Hearts (1999)",83,23
"843",2913,"The Mating Habits of the Earthbound Human (1999)",21.5,6
"844",2917,"Body Heat (1981)",67.5,23
"845",2920,"Children of Paradise (Les enfants du paradis) (1945)",0,0
"846",2924,"Drunken Master (Jui kuen) (1978)",10,3
"847",2926,"Hairspray (1988)",41.5,11
"848",2927,"Brief Encounter (1946)",3,1
"849",2929,"Reds (1981)",136,36
"850",2935,"Lady Eve, The (1941)",379,105
"851",2938,"Man Facing Southeast (1986)",0,0
"852",2939,"Niagara (1953)",124,30
"853",2942,"Flashdance (1983)",11,4
"854",2943,"Indochine (1992)",42.5,11
"855",2946,"Help! (1965)",90.5,23
"856",2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",94.5,28
"857",2953,"Home Alone 2: Lost in New York (1992)",15.5,6
"858",2961,"Story of Us, The (1999)",60.5,19
"859",2962,"Fever Pitch (1997)",5,2
"860",2966,"Straight Story, The (1999)",46,19
"861",2967,"Bad Seed, The (1956)",27.5,15
"862",2969,"Man and a Woman, A (Un homme et une femme) (1966)",23.5,13
"863",2970,"Fitzcarraldo (1982)",20.5,12
"864",2972,"Red Sorghum (Hong gao liang) (1987)",18,8
"865",2974,"Bats (1999)",39.5,13
"866",2975,"Best Man, The (1999)",4,1
"867",2977,"Crazy in Alabama (1999)",37.5,11
"868",2978,"Three to Tango (1999)",116.5,31
"869",2982,"Guardian, The (1990)",123,35
"870",2992,"Rawhead Rex (1986)",29,13
"871",2995,"House on Haunted Hill (1999)",233,65
"872",2998,"Dreaming of Joseph Lees (1999)",59,17
"873",3004,"Bachelor, The (1999)",30,9
"874",3006,"Insider, The (1999)",38,14
"875",3008,"Last Night (1998)",21,6
"876",3013,"Bride of Re-Animator (1990)",69.5,27
"877",3019,"Drugstore Cowboy (1989)",0,0
"878",3020,"Falling Down (1993)",120.5,36
"879",3022,"General, The (1926)",24,8
"880",3024,"Piranha (1978)",19,5
"881",3029,"Nighthawks (1981)",60,19
"882",3030,"Yojimbo (1961)",15,4
"883",3033,"Spaceballs (1987)",3,1
"884",3036,"Quest for Fire (Guerre du feu, La) (1981)",16,4
"885",3045,"Peter's Friends (1992)",4,2
"886",3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",21.5,12
"887",3051,"Anywhere But Here (1999)",23,7
"888",3053,"Messenger: The Story of Joan of Arc, The (1999)",159.5,47
"889",3061,"Holiday Inn (1942)",17,5
"890",3063,"Poison Ivy (1992)",8.5,4
"891",3064,"Poison Ivy: New Seduction (1997)",74.5,20
"892",3067,"Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)",8,2
"893",3068,"Verdict, The (1982)",0,0
"894",3071,"Stand and Deliver (1988)",73,22
"895",3072,"Moonstruck (1987)",194,60
"896",3075,"Repulsion (1965)",13,4
"897",3088,"Harvey (1950)",13,4
"898",3091,"Kagemusha (1980)",92.5,29
"899",3093,"McCabe & Mrs. Miller (1971)",3,1
"900",3094,"Maurice (1987)",3,1
"901",3101,"Fatal Attraction (1987)",8,2
"902",3103,"Stanley & Iris (1990)",69.5,21
"903",3105,"Awakenings (1990)",7,3
"904",3106,"Come See the Paradise (1990)",7,2
"905",3107,"Backdraft (1991)",6.5,3
"906",3121,"Hitch-Hiker, The (1953)",54.5,18
"907",3127,"Holy Smoke (1999)",1.5,2
"908",3129,"Sweet and Lowdown (1999)",30,9
"909",3133,"Go West (1925)",50.5,15
"910",3134,"Grand Illusion (La grande illusion) (1937)",25,9
"911",3142,"U2: Rattle and Hum (1988)",44,13
"912",3143,"Hell in the Pacific (1968)",92.5,28
"913",3144,"Glass Bottom Boat, The (1966)",207,57
"914",3147,"Green Mile, The (1999)",22,7
"915",3150,"War Zone, The (1999)",3,1
"916",3155,"Anna and the King (1999)",4,2
"917",3161,"Onegin (1999)",0,0
"918",3165,"Boiling Point (1993)",17,4
"919",3167,"Carnal Knowledge (1971)",0,0
"920",3168,"Easy Rider (1969)",4.5,4
"921",3174,"Man on the Moon (1999)",5,2
"922",3180,"Play it to the Bone (1999)",33.5,12
"923",3189,"My Dog Skip (1999)",71,21
"924",3194,"Way We Were, The (1973)",9.5,6
"925",3196,"Stalag 17 (1953)",4,1
"926",3198,"Papillon (1973)",1083.5,259
"927",3200,"Last Detail, The (1973)",5,1
"928",3202,"Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971)",33.5,9
"929",3208,"Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)",106.5,35
"930",3213,"Batman: Mask of the Phantasm (1993)",0,0
"931",3219,"Pacific Heights (1990)",6,2
"932",3225,"Down to You (2000)",0,0
"933",3244,"Goodbye Girl, The (1977)",0,0
"934",3247,"Sister Act (1992)",0,0
"935",3249,"Hand That Rocks the Cradle, The (1992)",20.5,7
"936",3251,"Agnes of God (1985)",0,0
"937",3255,"League of Their Own, A (1992)",34,9
"938",3258,"Death Becomes Her (1992)",10,3
"939",3263,"White Men Can't Jump (1992)",13,3
"940",3268,"Stop! Or My Mom Will Shoot (1992)",4,1
"941",3272,"Bad Lieutenant (1992)",14,4
"942",3274,"Single White Female (1992)",3,1
"943",3285,"Beach, The (2000)",4,1
"944",3287,"Tigger Movie, The (2000)",34,10
"945",3299,"Hanging Up (2000)",0,0
"946",3301,"Whole Nine Yards, The (2000)",5,1
"947",3304,"Blue Collar (1978)",5,1
"948",3308,"Flamingo Kid, The (1984)",2,1
"949",3310,"Kid, The (1921)",3,1
"950",3314,"Big Trees, The (1952)",200,63
"951",3316,"Reindeer Games (2000)",0,0
"952",3317,"Wonder Boys (2000)",12,3
"953",3318,"Deterrence (1999)",9,2
"954",3325,"Next Best Thing, The (2000)",0,0
"955",3326,"What Planet Are You From? (2000)",75.5,19
"956",3328,"Ghost Dog: The Way of the Samurai (1999)",0,0
"957",3329,"The Year My Voice Broke (1987)",0,0
"958",3330,"Splendor in the Grass (1961)",30,10
"959",3340,"Bride of the Monster (1955)",9.5,2
"960",3342,"Birdy (1984)",0,0
"961",3347,"Never Cry Wolf (1983)",5,3
"962",3357,"East-West (Est-ouest) (1999)",0,0
"963",3359,"Breaking Away (1979)",84,22
"964",3360,"Hoosiers (a.k.a. Best Shot) (1986)",101.5,28
"965",3362,"Dog Day Afternoon (1975)",8.5,3
"966",3363,"American Graffiti (1973)",85,20
"967",3364,"Asphalt Jungle, The (1950)",5.5,2
"968",3365,"Searchers, The (1956)",336,80
"969",3368,"Big Country, The (1958)",38.5,10
"970",3370,"Betrayed (1988)",97,29
"971",3377,"Hangmen Also Die! (1943)",18,5
"972",3384,"Taking of Pelham One Two Three, The (1974)",180.5,62
"973",3387,"Who's Harry Crumb? (1989)",60.5,21
"974",3388,"Harry and the Hendersons (1987)",0,0
"975",3394,"Blind Date (1987)",4,1
"976",3397,"Great Muppet Caper, The (1981)",0,0
"977",3399,"Sesame Street Presents Follow That Bird (1985)",47,21
"978",3401,"Baby... Secret of the Lost Legend (1985)",8,3
"979",3404,"Titanic (1953)",118.5,43
"980",3405,"Night to Remember, A (1958)",45,13
"981",3409,"Final Destination (2000)",26.5,6
"982",3417,"Crimson Pirate, The (1952)",18,5
"983",3420,"...And Justice for All (1979)",7,2
"984",3422,"She's Gotta Have It (1986)",59,16
"985",3425,"Mo' Better Blues (1990)",38.5,10
"986",3426,"Jungle Fever (1991)",7,3
"987",3429,"Creature Comforts (1989)",52.5,14
"988",3431,"Death Wish 2 (1982)",16,6
"989",3432,"Death Wish 3 (1985)",122,31
"990",3434,"Death Wish 5: The Face of Death (1994)",0,0
"991",3436,"Dying Young (1991)",0,0
"992",3445,"Eyes of Laura Mars (1978)",82.5,22
"993",3446,"Funny Bones (1995)",7,2
"994",3453,"Here on Earth (2000)",4,1
"995",3454,"Whatever It Takes (2000)",67.5,22
"996",3457,"Waking the Dead (2000)",158.5,42
"997",3459,"Gothic (1986)",775.5,193
"998",3466,"Heart and Souls (1993)",0,0
"999",3467,"Hud (1963)",14,6
"1000",3470,"Dersu Uzala (1975)",18,6
"1001",3474,"Retroactive (1997)",13,3
"1002",3475,"Place in the Sun, A (1951)",6,2
"1003",3476,"Jacob's Ladder (1990)",3,1
"1004",3477,"Empire Records (1995)",0,0
"1005",3480,"Lucas (1986)",12.5,3
"1006",3483,"Road to El Dorado, The (2000)",11.5,3
"1007",3495,"Roadside Prophets (1992)",14.5,6
"1008",3500,"Mr. Saturday Night (1992)",110.5,30
"1009",3501,"Murphy's Romance (1985)",23,9
"1010",3504,"Network (1976)",3.5,2
"1011",3506,"North Dallas Forty (1979)",19,5
"1012",3510,"Frequency (2000)",71.5,23
"1013",3512,"Return to Me (2000)",5,2
"1014",3513,"Rules of Engagement (2000)",41,16
"1015",3515,"Me Myself I (2000)",3,2
"1016",3518,"End of Violence, The (1997)",0,0
"1017",3521,"Mystery Train (1989)",0,0
"1018",3524,"Arthur (1981)",7,4
"1019",3526,"Parenthood (1989)",0,0
"1020",3528,"Prince of Tides, The (1991)",9,2
"1021",3529,"Postman Always Rings Twice, The (1981)",0,0
"1022",3537,"Where the Money Is (2000)",72.5,25
"1023",3543,"Diner (1982)",0,0
"1024",3545,"Cabaret (1972)",3,1
"1025",3547,"Prick Up Your Ears (1987)",0,0
"1026",3548,"Auntie Mame (1958)",3,1
"1027",3553,"Gossip (2000)",66,24
"1028",3554,"Love and Basketball (2000)",83.5,22
"1029",3556,"Virgin Suicides, The (1999)",14,3
"1030",3557,"Jennifer 8 (1992)",10,3
"1031",3563,"Crow: Salvation, The (2000)",11,3
"1032",3564,"Flintstones in Viva Rock Vegas, The (2000)",4,1
"1033",3565,"Where the Heart Is (2000)",2,1
"1034",3566,"Big Kahuna, The (2000)",2,1
"1035",3568,"Smiling Fish and Goat on Fire (1999)",22,6
"1036",3569,"Idiots, The (Idioterne) (1998)",7,2
"1037",3571,"Time Code (2000)",0,0
"1038",3572,"Carnosaur (1993)",4,1
"1039",3573,"Carnosaur 2 (1995)",17,5
"1040",3574,"Carnosaur 3: Primal Species (1996)",79.5,21
"1041",3577,"Two Moon Junction (1988)",33,10
"1042",3588,"King of Marvin Gardens, The (1972)",32.5,10
"1043",3590,"Lords of Flatbush, The (1974)",6,2
"1044",3591,"Mr. Mom (1983)",1,1
"1045",3593,"Battlefield Earth (2000)",27.5,8
"1046",3594,"Center Stage (2000)",126,32
"1047",3599,"Anchors Aweigh (1945)",9,2
"1048",3600,"Blue Hawaii (1961)",62,18
"1049",3608,"Pee-wee's Big Adventure (1985)",5,1
"1050",3614,"Honeymoon in Vegas (1992)",7,2
"1051",3616,"Loser (2000)",5,2
"1052",3618,"Small Time Crooks (2000)",26,7
"1053",3620,"Myth of Fingerprints, The (1997)",16.5,6
"1054",3621,"Possession (1981)",8,3
"1055",3627,"Carnival of Souls (1962)",5,1
"1056",3632,"Monsieur Verdoux (1947)",9,3
"1057",3640,"King in New York, A (1957)",18,6
"1058",3658,"Quatermass and the Pit (1967)",370.5,104
"1059",3659,"Quatermass 2 (Enemy from Space) (1957)",93.5,22
"1060",3668,"Romeo and Juliet (1968)",27.5,6
"1061",3671,"Blazing Saddles (1974)",77,21
"1062",3672,"Benji (1974)",9,2
"1063",3673,"Benji the Hunted (1987)",11,3
"1064",3676,"Eraserhead (1977)",0,0
"1065",3679,"Decline of Western Civilization, The (1981)",0,0
"1066",3684,"Fabulous Baker Boys, The (1989)",6,2
"1067",3692,"Class of Nuke 'Em High (1986)",197,53
"1068",3693,"Toxic Avenger, The (1985)",116.5,32
"1069",3694,"Toxic Avenger, Part II, The (1989)",113,31
"1070",3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",48,19
"1071",3698,"Running Man, The (1987)",76.5,31
"1072",3700,"Brother from Another Planet, The (1984)",0,0
"1073",3707,"9 1/2 Weeks (Nine 1/2 Weeks) (1986)",14.5,4
"1074",3708,"Firestarter (1984)",0,0
"1075",3715,"Burglar (1987)",11,3
"1076",3717,"Gone in 60 Seconds (2000)",82,20
"1077",3719,"Love's Labour's Lost (2000)",117,28
"1078",3724,"Coming Home (1978)",6,2
"1079",3725,"American Pop (1981)",25.5,8
"1080",3726,"Assault on Precinct 13 (1976)",4,2
"1081",3727,"Near Dark (1987)",0,0
"1082",3730,"Conversation, The (1974)",8,2
"1083",3731,"Cutter's Way (1981)",5,1
"1084",3735,"Serpico (1973)",32,8
"1085",3737,"Lonely Are the Brave (1962)",56,17
"1086",3739,"Trouble in Paradise (1932)",4,1
"1087",3742,"Battleship Potemkin (1925)",31.5,16
"1088",3743,"Boys and Girls (2000)",6,2
"1089",3752,"Me, Myself & Irene (2000)",7.5,2
"1090",3755,"Perfect Storm, The (2000)",86.5,30
"1091",3766,"Missing in Action (1984)",0,0
"1092",3768,"Braddock: Missing in Action III (1988)",20,6
"1093",3777,"Nekromantik (1987)",59.5,14
"1094",3783,"Croupier (1998)",11,3
"1095",3784,"Kid, The (2000)",3,1
"1096",3785,"Scary Movie (2000)",0,0
"1097",3788,"Blow-Up (Blowup) (1966)",7,2
"1098",3794,"Chuck & Buck (2000)",75,17
"1099",3799,"Pokémon the Movie 2000 (2000)",20,4
"1100",3801,"Anatomy of a Murder (1959)",20.5,6
"1101",3802,"Freejack (1992)",3,1
"1102",3807,"Sinbad and the Eye of the Tiger (1977)",12,4
"1103",3810,"White Sands (1992)",1,1
"1104",3811,"Breaker Morant (1980)",7,2
"1105",3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",0,0
"1106",3824,"Autumn in New York (2000)",0,0
"1107",3829,"Mad About Mambo (2000)",45,11
"1108",3833,"Brain That Wouldn't Die, The (1962)",0,0
"1109",3841,"Air America (1990)",0,0
"1110",3848,"Silent Fall (1994)",27.5,7
"1111",3855,"Affair of Love, An (Liaison pornographique, Une) (1999)",0,0
