"","movieId","title","totalRating","qtdObs","qtdGenres"
"2957",2687,"Tarzan (1999)",126.5,36,"more"
"2958",2688,"General's Daughter, The (1999)",18.5,5,"more"
"2959",2689,"Get Bruce (1999)",4.5,2,"one"
"2960",2690,"Ideal Husband, An (1999)",28,13,"more"
"2961",2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",16,6,"one"
"2962",2692,"Run Lola Run (Lola rennt) (1998)",33,10,"more"
"2963",2693,"Trekkies (1997)",0,0,"one"
"2964",2694,"Big Daddy (1999)",0,0,"one"
"2965",2696,"Dinner Game, The (Dîner de cons, Le) (1998)",0,0,"one"
"2966",2697,"My Son the Fanatic (1997)",25,8,"more"
"2967",2699,"Arachnophobia (1990)",134.5,36,"more"
"2968",2700,"South Park: Bigger, Longer and Uncut (1999)",125.5,38,"more"
"2969",2701,"Wild Wild West (1999)",24,9,"more"
"2970",2702,"Summer of Sam (1999)",28.5,9,"one"
"2971",2704,"Lovers on the Bridge, The (Amants du Pont-Neuf, Les) (1991)",2,2,"more"
"2972",2706,"American Pie (1999)",27.5,7,"more"
"2973",2707,"Arlington Road (1999)",29.5,8,"one"
"2974",2708,"Autumn Tale, An (Conte d'automne) (1998)",192,58,"one"
"2975",2709,"Muppets From Space (1999)",13.5,4,"more"
"2976",2710,"Blair Witch Project, The (1999)",16.5,6,"more"
"2977",2712,"Eyes Wide Shut (1999)",12,4,"more"
"2978",2713,"Lake Placid (1999)",15.5,4,"more"
"2979",2714,"Wood, The (1999)",0,0,"one"
"2980",2715,"Velocity of Gary, The (1998)",10.5,3,"more"
"2981",2716,"Ghostbusters (a.k.a. Ghost Busters) (1984)",357.5,104,"more"
"2982",2717,"Ghostbusters II (1989)",0,0,"more"
"2983",2718,"Drop Dead Gorgeous (1999)",46,12,"one"
"2984",2719,"Haunting, The (1999)",8.5,2,"more"
"2985",2720,"Inspector Gadget (1999)",32,9,"more"
"2986",2721,"Trick (1999)",0,0,"more"
"2987",2722,"Deep Blue Sea (1999)",7,2,"more"
"2988",2723,"Mystery Men (1999)",18,5,"more"
"2989",2724,"Runaway Bride (1999)",8,2,"more"
"2990",2725,"Twin Falls Idaho (1999)",33.5,9,"one"
"2991",2726,"Killing, The (1956)",29.5,8,"more"
"2992",2727,"Killer's Kiss (1955)",0,0,"more"
"2993",2728,"Spartacus (1960)",98,23,"more"
"2994",2729,"Lolita (1962)",8,2,"more"
"2995",2730,"Barry Lyndon (1975)",39.5,15,"more"
"2996",2731,"400 Blows, The (Les quatre cents coups) (1959)",4,1,"more"
"2997",2732,"Jules and Jim (Jules et Jim) (1961)",2,1,"more"
"2998",2733,"Vibes (1988)",0.5,1,"more"
"2999",2734,"Mosquito Coast, The (1986)",0,0,"more"
"3000",2735,"Golden Child, The (1986)",134.5,42,"more"
"3001",2736,"Brighton Beach Memoirs (1986)",305,78,"one"
"3002",2738,"Crimes of the Heart (1986)",19.5,7,"more"
"3003",2739,"Color Purple, The (1985)",0,0,"one"
"3004",2741,"No Mercy (1986)",3,1,"more"
"3005",2745,"Mission, The (1986)",0,0,"one"
"3006",2746,"Little Shop of Horrors (1986)",0,0,"more"
"3007",2747,"Little Shop of Horrors, The (1960)",4,1,"more"
"3008",2748,"Allan Quatermain and the Lost City of Gold (1987)",9,2,"more"
"3009",2749,"Morning After, The (1986)",48,11,"more"
"3010",2750,"Radio Days (1987)",44,10,"more"
"3011",2751,"From the Hip (1987)",12.5,3,"more"
"3012",2752,"Outrageous Fortune (1987)",7,2,"more"
"3013",2753,"Bedroom Window, The (1987)",18.5,5,"one"
"3014",2754,"Deadtime Stories (1987)",4,1,"one"
"3015",2755,"Light of Day (1987)",57,14,"one"
"3016",2757,"Frances (1982)",0,0,"one"
"3017",2758,"Plenty (1985)",4,1,"one"
"3018",2759,"Dick (1999)",0,0,"one"
"3019",2761,"Iron Giant, The (1999)",4,1,"more"
"3020",2762,"Sixth Sense, The (1999)",0,0,"more"
"3021",2763,"Thomas Crown Affair, The (1999)",3.5,1,"more"
"3022",2764,"Thomas Crown Affair, The (1968)",4,1,"more"
"3023",2766,"Adventures of Sebastian Cole, The (1998)",0,0,"more"
"3024",2767,"Illuminata (1998)",0,0,"one"
"3025",2769,"Yards, The (2000)",0,0,"more"
"3026",2770,"Bowfinger (1999)",4,1,"one"
"3027",2771,"Brokedown Palace (1999)",0,0,"one"
"3028",2772,"Detroit Rock City (1999)",4,1,"one"
"3029",2774,"Better Than Chocolate (1999)",0,0,"more"
"3030",2775,"Head On (1998)",0,0,"one"
"3031",2776,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)",0,0,"one"
"3032",2779,"Heaven Can Wait (1978)",0,0,"one"
"3033",2780,"Raven, The (1963)",0,0,"more"
"3034",2781,"Tingler, The (1959)",4,1,"one"
"3035",2782,"Pit and the Pendulum (1961)",0,0,"one"
"3036",2783,"Tomb of Ligeia, The (1965)",0,0,"one"
"3037",2784,"Masque of the Red Death, The (1964)",0,0,"one"
"3038",2786,"Haunted Honeymoon (1986)",138.5,36,"one"
"3039",2787,"Cat's Eye (1985)",86.5,21,"one"
"3040",2788,"Monty Python's And Now for Something Completely Different (1971)",0,0,"one"
"3041",2789,"Damien: Omen II (1978)",0,0,"one"
"3042",2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",0,0,"more"
"3043",2791,"Airplane! (1980)",20.5,8,"one"
"3044",2792,"Airplane II: The Sequel (1982)",4,2,"one"
"3045",2793,"American Werewolf in Paris, An (1997)",10,3,"more"
"3046",2794,"European Vacation (aka National Lampoon's European Vacation) (1985)",9,3,"more"
"3047",2795,"National Lampoon's Vacation (1983)",41,13,"one"
"3048",2796,"Funny Farm (1988)",17,6,"one"
"3049",2797,"Big (1988)",0,0,"more"
"3050",2798,"Problem Child (1990)",142,36,"more"
"3051",2799,"Problem Child 2 (1991)",3,1,"one"
"3052",2800,"Little Nemo: Adventures in Slumberland (1992)",89,25,"more"
"3053",2801,"Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)",2,1,"more"
"3054",2802,"Tequila Sunrise (1988)",54.5,16,"more"
"3055",2803,"Pelican Brief, The (1993)",185,47,"more"
"3056",2804,"Christmas Story, A (1983)",45,13,"more"
"3057",2805,"Mickey Blue Eyes (1999)",16,5,"more"
"3058",2806,"Teaching Mrs. Tingle (1999)",0,0,"more"
"3059",2807,"Universal Soldier: The Return (1999)",46,13,"more"
"3060",2808,"Universal Soldier (1992)",55,20,"more"
"3061",2809,"Love Stinks (1999)",3,1,"one"
"3062",2810,"Perfect Blue (1997)",12,5,"more"
"3063",2812,"In Too Deep (1999)",4,1,"more"
"3064",2815,"Iron Eagle (1986)",7,2,"more"
"3065",2816,"Iron Eagle II (1988)",0,0,"more"
"3066",2817,"Aces: Iron Eagle III (1992)",27.5,11,"one"
"3067",2819,"Three Days of the Condor (3 Days of the Condor) (1975)",4,2,"more"
"3068",2820,"Hamlet (1964)",15,4,"one"
"3069",2822,"Medicine Man (1992)",46,17,"more"
"3070",2824,"On the Ropes (1999)",27,8,"more"
"3071",2826,"13th Warrior, The (1999)",12,4,"more"
"3072",2827,"Astronaut's Wife, The (1999)",6,3,"more"
"3073",2828,"Dudley Do-Right (1999)",16,6,"more"
"3074",2829,"Muse, The (1999)",18,4,"one"
"3075",2832,"Lost Son, The (1999)",293.5,76,"one"
"3076",2835,"Chill Factor (1999)",40.5,15,"more"
"3077",2836,"Outside Providence (1999)",0,0,"one"
"3078",2837,"Bedrooms & Hallways (1998)",14.5,4,"more"
"3079",2839,"West Beirut (West Beyrouth) (1998)",18.5,5,"one"
"3080",2840,"Stigmata (1999)",153,43,"more"
"3081",2841,"Stir of Echoes (1999)",0,0,"more"
"3082",2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",9.5,3,"more"
"3083",2844,"Minus Man, The (1999)",6,2,"more"
"3084",2845,"Whiteboyz (1999)",0,0,"more"
"3085",2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",142.5,40,"more"
"3086",2847,"Only Angels Have Wings (1939)",37.5,11,"more"
"3087",2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",17.5,5,"one"
"3088",2849,"Queens Logic (1991)",0,0,"more"
"3089",2850,"Public Access (1993)",46,14,"more"
"3090",2851,"Saturn 3 (1980)",12,3,"more"
"3091",2852,"Soldier's Story, A (1984)",5,1,"one"
"3092",2853,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)",10,3,"more"
"3093",2855,"Nightmares (1983)",5,3,"one"
"3094",2856,"I Saw What You Did (1965)",21,6,"one"
"3095",2857,"Yellow Submarine (1968)",129.5,33,"more"
"3096",2858,"American Beauty (1999)",185,44,"more"
"3097",2859,"Stop Making Sense (1984)",26,8,"more"
"3098",2860,"Blue Streak (1999)",342.5,89,"one"
"3099",2861,"For Love of the Game (1999)",4,1,"more"
"3100",2862,"Caligula (1979)",0,0,"one"
"3101",2863,"Hard Day's Night, A (1964)",173.5,53,"more"
"3102",2864,"Splendor (1999)",8,2,"one"
"3103",2866,"Buddy Holly Story, The (1978)",20.5,8,"one"
"3104",2867,"Fright Night (1985)",39.5,13,"more"
"3105",2868,"Fright Night Part II (1988)",0,0,"one"
"3106",2869,"Separation, The (Séparation, La) (1994)",0,0,"one"
"3107",2870,"Barefoot in the Park (1967)",139,33,"one"
"3108",2871,"Deliverance (1972)",66,18,"more"
"3109",2872,"Excalibur (1981)",270,76,"more"
"3110",2874,"Pajama Game, The (1957)",84.5,21,"more"
"3111",2875,"Sommersby (1993)",17,4,"more"
"3112",2876,"Thumbelina (1994)",4.5,1,"more"
"3113",2877,"Tommy (1975)",14,5,"one"
"3114",2878,"Hell Night (1981)",4,1,"one"
"3115",2879,"Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)",0,0,"more"
"3116",2880,"Armour of God (Long xiong hu di) (1987)",0,0,"more"
"3117",2881,"Double Jeopardy (1999)",20,5,"more"
"3118",2882,"Jakob the Liar (1999)",50,15,"one"
"3119",2883,"Mumford (1999)",56,15,"more"
"3120",2884,"Dog Park (1998)",108,28,"more"
"3121",2885,"Guinevere (1999)",7,2,"more"
"3122",2886,"Adventures of Elmo in Grouchland, The (1999)",18,6,"more"
"3123",2887,"Simon Sez (1999)",39,14,"more"
"3124",2888,"Drive Me Crazy (1999)",0,0,"more"
"3125",2889,"Mystery, Alaska (1999)",99.5,23,"more"
"3126",2890,"Three Kings (1999)",0,0,"more"
"3127",2891,"Happy, Texas (1999)",11,4,"one"
"3128",2892,"New Rose Hotel (1998)",232,64,"more"
"3129",2893,"Plunkett & MaCleane (1999)",21,7,"more"
"3130",2894,"Romance (1999)",2,1,"more"
"3131",2897,"And the Ship Sails On (E la nave va) (1983)",398.5,99,"more"
"3132",2898,"Dark Half, The (1993)",14.5,4,"more"
"3133",2899,"Gulliver's Travels (1939)",0,0,"more"
"3134",2900,"Monkey Shines (1988)",19.5,5,"more"
"3135",2901,"Phantasm (1979)",14,4,"more"
"3136",2902,"Psycho II (1983)",430.5,107,"more"
"3137",2903,"Psycho III (1986)",14,3,"more"
"3138",2904,"Rain (1932)",34,9,"one"
"3139",2905,"Sanjuro (Tsubaki Sanjûrô) (1962)",0,0,"more"
"3140",2906,"Random Hearts (1999)",83,23,"more"
"3141",2907,"Superstar (1999)",53.5,16,"one"
"3142",2908,"Boys Don't Cry (1999)",86,26,"one"
"3143",2912,"Limey, The (1999)",179,48,"more"
"3144",2913,"The Mating Habits of the Earthbound Human (1999)",21.5,6,"more"
"3145",2915,"Risky Business (1983)",32.5,13,"one"
"3146",2916,"Total Recall (1990)",3,1,"more"
"3147",2917,"Body Heat (1981)",67.5,23,"more"
"3148",2918,"Ferris Bueller's Day Off (1986)",0,0,"one"
"3149",2919,"Year of Living Dangerously, The (1982)",3,1,"more"
"3150",2920,"Children of Paradise (Les enfants du paradis) (1945)",0,0,"more"
"3151",2921,"High Plains Drifter (1973)",26,6,"one"
"3152",2922,"Hang 'Em High (1968)",15,4,"more"
"3153",2923,"Handle with Care (a.k.a. Citizen's Band) (1977)",43,14,"one"
"3154",2924,"Drunken Master (Jui kuen) (1978)",10,3,"more"
"3155",2925,"Conformist, The (Conformista, Il) (1970)",38,11,"one"
"3156",2926,"Hairspray (1988)",41.5,11,"more"
"3157",2927,"Brief Encounter (1946)",3,1,"more"
"3158",2928,"Razor's Edge, The (1984)",27,7,"one"
"3159",2929,"Reds (1981)",136,36,"more"
"3160",2930,"Return with Honor (1998)",233,67,"one"
"3161",2932,"Days of Heaven (1978)",5,2,"one"
"3162",2935,"Lady Eve, The (1941)",379,105,"more"
"3163",2936,"Sullivan's Travels (1941)",31.5,10,"more"
"3164",2937,"Palm Beach Story, The (1942)",47.5,11,"one"
"3165",2938,"Man Facing Southeast (1986)",0,0,"more"
"3166",2939,"Niagara (1953)",124,30,"more"
"3167",2940,"Gilda (1946)",37,11,"more"
"3168",2941,"South Pacific (1958)",30.5,8,"more"
"3169",2942,"Flashdance (1983)",11,4,"more"
"3170",2943,"Indochine (1992)",42.5,11,"more"
"3171",2944,"Dirty Dozen, The (1967)",11,4,"more"
"3172",2945,"Mike's Murder (1984)",14,5,"one"
"3173",2946,"Help! (1965)",90.5,23,"more"
"3174",2947,"Goldfinger (1964)",30,11,"more"
"3175",2948,"From Russia with Love (1963)",8,3,"more"
"3176",2949,"Dr. No (1962)",104,35,"more"
"3177",2950,"Blue Lagoon, The (1980)",10,3,"more"
"3178",2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",94.5,28,"more"
"3179",2952,"Sydney (Hard Eight) (1996)",27.5,11,"more"
"3180",2953,"Home Alone 2: Lost in New York (1992)",15.5,6,"more"
"3181",2956,"Someone to Watch Over Me (1987)",25.5,8,"more"
"3182",2959,"Fight Club (1999)",59.5,22,"more"
"3183",2961,"Story of Us, The (1999)",60.5,19,"more"
"3184",2962,"Fever Pitch (1997)",5,2,"more"
"3185",2964,"Julien Donkey-Boy (1999)",58,22,"one"
"3186",2966,"Straight Story, The (1999)",46,19,"more"
"3187",2967,"Bad Seed, The (1956)",27.5,15,"more"
"3188",2968,"Time Bandits (1981)",27.5,14,"more"
"3189",2969,"Man and a Woman, A (Un homme et une femme) (1966)",23.5,13,"more"
"3190",2970,"Fitzcarraldo (1982)",20.5,12,"more"
"3191",2971,"All That Jazz (1979)",93.5,30,"more"
"3192",2972,"Red Sorghum (Hong gao liang) (1987)",18,8,"more"
"3193",2973,"Crimes and Misdemeanors (1989)",9,3,"more"
"3194",2974,"Bats (1999)",39.5,13,"more"
"3195",2975,"Best Man, The (1999)",4,1,"more"
"3196",2976,"Bringing Out the Dead (1999)",35,13,"one"
"3197",2977,"Crazy in Alabama (1999)",37.5,11,"more"
"3198",2978,"Three to Tango (1999)",116.5,31,"more"
"3199",2979,"Body Shots (1999)",18.5,10,"one"
"3200",2981,"Brother, Can You Spare a Dime? (1975)",59,17,"one"
"3201",2982,"Guardian, The (1990)",123,35,"more"
"3202",2983,"Ipcress File, The (1965)",269.5,68,"one"
"3203",2984,"On Any Sunday (1971)",480,121,"one"
"3204",2985,"RoboCop (1987)",7,2,"more"
"3205",2986,"RoboCop 2 (1990)",80.5,22,"more"
"3206",2987,"Who Framed Roger Rabbit? (1988)",4.5,2,"more"
"3207",2988,"Melvin and Howard (1980)",2,1,"one"
"3208",2989,"For Your Eyes Only (1981)",25.5,7,"more"
"3209",2990,"Licence to Kill (1989)",35.5,14,"more"
"3210",2991,"Live and Let Die (1973)",62.5,18,"more"
"3211",2992,"Rawhead Rex (1986)",29,13,"more"
"3212",2993,"Thunderball (1965)",103,31,"more"
"3213",2995,"House on Haunted Hill (1999)",233,65,"more"
"3214",2996,"Music of the Heart (1999)",138,43,"one"
"3215",2997,"Being John Malkovich (1999)",19.5,8,"more"
"3216",2998,"Dreaming of Joseph Lees (1999)",59,17,"more"
"3217",3000,"Princess Mononoke (Mononoke-hime) (1997)",64.5,21,"more"
"3218",3001,"Suburbans, The (1999)",59.5,21,"one"
"3219",3002,"My Best Fiend (Mein liebster Feind) (1999)",50,19,"one"
"3220",3003,"Train of Life (Train de vie) (1998)",59.5,19,"more"
"3221",3004,"Bachelor, The (1999)",30,9,"more"
"3222",3005,"Bone Collector, The (1999)",8,2,"one"
"3223",3006,"Insider, The (1999)",38,14,"more"
"3224",3007,"American Movie (1999)",15,5,"one"
"3225",3008,"Last Night (1998)",21,6,"more"
"3226",3010,"Rosetta (1999)",9,3,"one"
"3227",3011,"They Shoot Horses, Don't They? (1969)",128,38,"one"
"3228",3013,"Bride of Re-Animator (1990)",69.5,27,"more"
"3229",3015,"Coma (1978)",42.5,19,"one"
"3230",3016,"Creepshow (1982)",93.5,25,"one"
"3231",3017,"Creepshow 2 (1987)",194.5,60,"one"
"3232",3018,"Re-Animator (1985)",18,5,"more"
"3233",3019,"Drugstore Cowboy (1989)",0,0,"more"
"3234",3020,"Falling Down (1993)",120.5,36,"more"
"3235",3021,"Funhouse, The (1981)",57,22,"one"
"3236",3022,"General, The (1926)",24,8,"more"
"3237",3024,"Piranha (1978)",19,5,"more"
"3238",3025,"Rough Night in Jericho (1967)",87,28,"one"
"3239",3028,"Taming of the Shrew, The (1967)",19.5,5,"one"
"3240",3029,"Nighthawks (1981)",60,19,"more"
"3241",3030,"Yojimbo (1961)",15,4,"more"
"3242",3031,"Repossessed (1990)",12,4,"one"
"3243",3032,"Omega Man, The (1971)",28,8,"more"
"3244",3033,"Spaceballs (1987)",3,1,"more"
"3245",3034,"Robin Hood (1973)",4,1,"more"
"3246",3035,"Mister Roberts (1955)",34,10,"more"
"3247",3036,"Quest for Fire (Guerre du feu, La) (1981)",16,4,"more"
"3248",3037,"Little Big Man (1970)",6,2,"one"
"3249",3038,"Face in the Crowd, A (1957)",28,7,"one"
"3250",3039,"Trading Places (1983)",20,5,"one"
"3251",3040,"Meatballs (1979)",0,0,"one"
"3252",3041,"Meatballs Part II (1984)",10.5,4,"one"
"3253",3042,"Meatballs III (1987)",7,5,"one"
"3254",3043,"Meatballs 4 (1992)",38,13,"one"
"3255",3044,"Dead Again (1991)",4,2,"more"
"3256",3045,"Peter's Friends (1992)",4,2,"more"
"3257",3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",21.5,12,"more"
"3258",3047,"Experience Preferred... But Not Essential (1982)",11.5,3,"one"
"3259",3048,"Under the Rainbow (1981)",0,0,"one"
"3260",3051,"Anywhere But Here (1999)",23,7,"more"
"3261",3052,"Dogma (1999)",51.5,14,"more"
"3262",3053,"Messenger: The Story of Joan of Arc, The (1999)",159.5,47,"more"
"3263",3054,"Pokémon: The First Movie (1998)",15.5,7,"more"
"3264",3055,"Felicia's Journey (1999)",16,5,"one"
"3265",3057,"Where's Marlowe? (1998)",15,5,"one"
"3266",3060,"Commitments, The (1991)",59.5,17,"more"
"3267",3061,"Holiday Inn (1942)",17,5,"more"
"3268",3062,"Longest Day, The (1962)",6.5,2,"more"
"3269",3063,"Poison Ivy (1992)",8.5,4,"more"
"3270",3064,"Poison Ivy: New Seduction (1997)",74.5,20,"more"
"3271",3066,"Tora! Tora! Tora! (1970)",5,2,"more"
"3272",3067,"Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)",8,2,"more"
"3273",3068,"Verdict, The (1982)",0,0,"more"
"3274",3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",97.5,23,"one"
"3275",3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",44.5,15,"more"
"3276",3071,"Stand and Deliver (1988)",73,22,"more"
"3277",3072,"Moonstruck (1987)",194,60,"more"
"3278",3074,"Jeremiah Johnson (1972)",57.5,22,"one"
"3279",3075,"Repulsion (1965)",13,4,"more"
"3280",3076,"Irma la Douce (1963)",18.5,9,"one"
"3281",3077,"42 Up (1998)",65,17,"one"
"3282",3078,"Liberty Heights (1999)",14,4,"one"
"3283",3079,"Mansfield Park (1999)",8,3,"more"
"3284",3081,"Sleepy Hollow (1999)",0,0,"more"
"3285",3082,"World Is Not Enough, The (1999)",101,31,"more"
"3286",3083,"All About My Mother (Todo sobre mi madre) (1999)",2,1,"one"
"3287",3086,"Babes in Toyland (1934)",0,0,"more"
"3288",3087,"Scrooged (1988)",7.5,2,"more"
"3289",3088,"Harvey (1950)",13,4,"more"
"3290",3089,"Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)",5.5,2,"one"
"3291",3090,"Matewan (1987)",0,0,"one"
"3292",3091,"Kagemusha (1980)",92.5,29,"more"
"3293",3093,"McCabe & Mrs. Miller (1971)",3,1,"more"
"3294",3094,"Maurice (1987)",3,1,"more"
"3295",3095,"Grapes of Wrath, The (1940)",19,5,"one"
"3296",3096,"My Man Godfrey (1957)",0,0,"one"
"3297",3097,"Shop Around the Corner, The (1940)",114,32,"more"
"3298",3098,"Natural, The (1984)",15.5,5,"one"
"3299",3099,"Shampoo (1975)",15.5,5,"more"
"3300",3100,"River Runs Through It, A (1992)",3.5,1,"one"
"3301",3101,"Fatal Attraction (1987)",8,2,"more"
"3302",3102,"Jagged Edge (1985)",15.5,4,"more"
"3303",3103,"Stanley & Iris (1990)",69.5,21,"more"
"3304",3104,"Midnight Run (1988)",18,10,"more"
"3305",3105,"Awakenings (1990)",7,3,"more"
"3306",3106,"Come See the Paradise (1990)",7,2,"more"
"3307",3107,"Backdraft (1991)",6.5,3,"more"
"3308",3108,"Fisher King, The (1991)",143.5,35,"more"
"3309",3109,"River, The (1984)",415,106,"one"
"3310",3110,"Country (1984)",0,0,"one"
"3311",3111,"Places in the Heart (1984)",24.5,7,"one"
"3312",3112,"'night Mother (1986)",41.5,18,"one"
"3313",3113,"End of Days (1999)",11,4,"more"
"3314",3114,"Toy Story 2 (1999)",1,1,"more"
"3315",3115,"Flawless (1999)",0,0,"one"
"3316",3116,"Miss Julie (1999)",0,0,"one"
"3317",3117,"Ride with the Devil (1999)",0,0,"more"
"3318",3118,"Tumbleweeds (1999)",12,3,"one"
"3319",3120,"Distinguished Gentleman, The (1992)",0,0,"one"
"3320",3121,"Hitch-Hiker, The (1953)",54.5,18,"more"
"3321",3122,"Santa Fe Trail (1940)",8.5,4,"more"
"3322",3125,"End of the Affair, The (1999)",2,1,"one"
"3323",3127,"Holy Smoke (1999)",1.5,2,"more"
"3324",3128,"Map of the World, A (1999)",27,8,"one"
"3325",3129,"Sweet and Lowdown (1999)",30,9,"more"
"3326",3130,"Bonfire of the Vanities (1990)",2,1,"more"
"3327",3133,"Go West (1925)",50.5,15,"more"
"3328",3134,"Grand Illusion (La grande illusion) (1937)",25,9,"more"
"3329",3135,"Great Santini, The (1979)",26.5,11,"one"
"3330",3136,"James Dean Story, The (1957)",8,3,"one"
"3331",3138,"Stealing Home (1988)",34,10,"one"
"3332",3140,"Three Ages (1923)",13.5,5,"one"
"3333",3141,"Two Jakes, The (1990)",3,1,"one"
"3334",3142,"U2: Rattle and Hum (1988)",44,13,"more"
"3335",3143,"Hell in the Pacific (1968)",92.5,28,"more"
"3336",3144,"Glass Bottom Boat, The (1966)",207,57,"more"
"3337",3145,"Cradle Will Rock (1999)",23,8,"one"
"3338",3146,"Deuce Bigalow: Male Gigolo (1999)",16,6,"one"
"3339",3147,"Green Mile, The (1999)",22,7,"more"
"3340",3148,"Cider House Rules, The (1999)",35.5,13,"one"
"3341",3150,"War Zone, The (1999)",3,1,"more"
"3342",3152,"Last Picture Show, The (1971)",16,6,"one"
"3343",3153,"7th Voyage of Sinbad, The (1958)",9.5,3,"more"
"3344",3155,"Anna and the King (1999)",4,2,"more"
"3345",3156,"Bicentennial Man (1999)",0,0,"more"
"3346",3157,"Stuart Little (1999)",165.5,51,"more"
"3347",3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",15.5,5,"one"
"3348",3159,"Fantasia 2000 (1999)",159.5,51,"more"
"3349",3160,"Magnolia (1999)",305.5,74,"one"
"3350",3161,"Onegin (1999)",0,0,"more"
"3351",3163,"Topsy-Turvy (1999)",0,0,"more"
"3352",3165,"Boiling Point (1993)",17,4,"more"
"3353",3166,"Brenda Starr (1989)",19,8,"one"
"3354",3167,"Carnal Knowledge (1971)",0,0,"more"
"3355",3168,"Easy Rider (1969)",4.5,4,"more"
"3356",3169,"The Falcon and the Snowman (1985)",18.5,9,"more"
"3357",3171,"Room at the Top (1959)",12.5,3,"one"
"3358",3173,"Any Given Sunday (1999)",45,12,"one"
"3359",3174,"Man on the Moon (1999)",5,2,"more"
"3360",3175,"Galaxy Quest (1999)",22,5,"more"
"3361",3176,"Talented Mr. Ripley, The (1999)",10,3,"more"
"3362",3177,"Next Friday (2000)",3.5,4,"one"
"3363",3178,"Hurricane, The (1999)",0,0,"one"
"3364",3179,"Angela's Ashes (1999)",9.5,3,"one"
"3365",3180,"Play it to the Bone (1999)",33.5,12,"more"
"3366",3181,"Titus (1999)",5,2,"one"
"3367",3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",15,5,"one"
"3368",3183,"Third Miracle, The (1999)",29,8,"one"
"3369",3185,"Snow Falling on Cedars (1999)",5,1,"one"
"3370",3186,"Girl, Interrupted (1999)",14,3,"one"
"3371",3188,"Life and Times of Hank Greenberg, The (1998)",0,0,"one"
"3372",3189,"My Dog Skip (1999)",71,21,"more"
"3373",3190,"Supernova (2000)",3,1,"more"
"3374",3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",63,21,"one"
"3375",3194,"Way We Were, The (1973)",9.5,6,"more"
"3376",3196,"Stalag 17 (1953)",4,1,"more"
"3377",3197,"Presidio, The (1988)",17.5,5,"more"
"3378",3198,"Papillon (1973)",1083.5,259,"more"
"3379",3199,"Pal Joey (1957)",198,57,"more"
"3380",3200,"Last Detail, The (1973)",5,1,"more"
"3381",3201,"Five Easy Pieces (1970)",25.5,11,"one"
"3382",3202,"Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971)",33.5,9,"more"
"3383",3203,"Dead Calm (1989)",0,0,"one"
"3384",3204,"Boys from Brazil, The (1978)",9,3,"more"
"3385",3205,"Black Sunday (La maschera del demonio) (1960)",0,0,"one"
"3386",3206,"Against All Odds (1984)",14,4,"one"
"3387",3207,"Snows of Kilimanjaro, The (1952)",193.5,50,"one"
"3388",3208,"Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)",106.5,35,"more"
"3389",3210,"Fast Times at Ridgemont High (1982)",12.5,4,"more"
"3390",3211,"Cry in the Dark, A (1988)",30,9,"one"
"3391",3213,"Batman: Mask of the Phantasm (1993)",0,0,"more"
"3392",3214,"American Flyers (1985)",14,4,"one"
"3393",3216,"Vampyros Lesbos (Vampiras, Las) (1971)",4,1,"more"
"3394",3217,"Star Is Born, A (1937)",13,5,"one"
"3395",3218,"Poison (1991)",0,0,"one"
"3396",3219,"Pacific Heights (1990)",6,2,"more"
"3397",3221,"Draughtsman's Contract, The (1982)",14,4,"one"
"3398",3223,"Zed & Two Noughts, A (1985)",0,0,"one"
"3399",3224,"Woman in the Dunes (Suna no onna) (1964)",0,0,"one"
"3400",3225,"Down to You (2000)",0,0,"more"
"3401",3232,"Seven Chances (1925)",35.5,9,"one"
"3402",3235,"Where the Buffalo Roam (1980)",0,0,"one"
"3403",3238,"Eye of the Beholder (1999)",38,10,"one"
"3404",3239,"Isn't She Great? (2000)",6,3,"one"
"3405",3240,"Big Tease, The (1999)",57.5,20,"one"
"3406",3241,"Cup, The (Phörpa) (1999)",319.5,79,"one"
"3407",3243,"Encino Man (1992)",75,24,"one"
